date,rocket_name,launch_site,payload_mass,satellite_name,outcome,launch_year,launch_month,rocket_success_rate,launch_site_risk,orbit_GEO,orbit_LEO,orbit_LEo,orbit_MEO,payload_category_Light,payload_category_Medium
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4773 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2023-03-29,Falcon 9,Cape Canaveral,290.0,Starlink-4774                ,0,2023,3,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4775 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4776 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4777 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4778 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4779 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4780 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4781 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4782 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4783 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
